hour,P_pv_actual_MW,P_wind_actual_MW,P_renewable_actual_MW,P_load_actual_MW,purchase_price_EUR_MWh,selling_price_EUR_MWh,P_import_MW,P_export_MW,P_curtailment_MW,P_charge_MW,P_discharge_MW,P_electrolyzer_MW,P_fuel_cell_MW,SoC,SoH,hourly_market_cost_EUR,cumulative_market_cost_EUR,power_balance_error_MW,objective_24h
3953.0,1.087494318699455,0.392271876426446,1.479766195125901,2.4059698875741513,532.76,230.97317,0.9262036924482504,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.18479936981031758,493.44427918872987,5424267.711271591,0.0,21443.39421170779
3954.0,0.47188942036150655,0.2803971982639941,0.7522866186255006,2.147055600602146,548.5799999999999,266.26078,1.3947689819766453,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.18479936981031758,765.142368132748,5425032.853639724,-4.440892098500626e-16,20318.028648020103
3955.0,0.12931105972682508,0.12383554833378412,0.2531466080606092,2.2149071862208114,548.5799999999999,272.83591,1.9617605781602023,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.18479936981031758,1076.1826179671236,5426109.036257691,0.0,18966.421880116006
3956.0,0.0,0.4807657879670783,0.4807657879670783,3.429134979948035,548.5799999999999,246.9,2.948369191980957,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.18479936981031758,1617.4163713369132,5427726.452629028,0.0,17285.39889211307
3957.0,0.0,0.8172104083079047,0.8172104083079047,2.7819150101892762,548.5799999999999,234.90489,0.0,0.0,0.0,0.0,0.7600000000000001,0.0,1.2047046018813716,0.1,0.09212978505021208,0.0,5427726.452629028,4.440892098500626e-16,15787.94716394979
3958.0,0.0,1.101821184268757,1.101821184268757,2.182033355981272,468.68,219.25,1.080212171712515,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09212978505021208,506.27384063822154,5428232.726469666,0.0,15643.037892223121
3959.0,0.0,0.9272411502149919,0.9272411502149919,2.451204277981493,468.68,220.0,1.5239631277665011,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09212978505021208,714.2510387216038,5428946.9775083875,0.0,14925.879862058824
3960.0,0.0,0.42603249977682794,0.42603249977682794,2.9934909816105275,468.68,212.0,2.5674584818336994,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09212978505021208,1203.3164412658182,5430150.293949653,0.0,14603.834342103066
3961.0,0.0,1.2440917772825881,1.2440917772825881,3.546297310922184,468.68,202.39,2.302205533639596,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09212978505021208,1078.997689506206,5431229.291639159,0.0,13243.958590241833
3962.0,0.0,0.760456708753755,0.760456708753755,3.87082776304224,468.68,208.27,3.110371054288484,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09212978505021208,1457.7687057239268,5432687.060344883,-4.440892098500626e-16,12319.914214314733
3963.0,0.0,0.8951350605003174,0.8951350605003174,4.4010168971502255,468.68,212.0,3.505881836649908,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09212978505021208,1643.136699201079,5434330.197044085,0.0,11083.71848767388
3964.0,0.0,0.0,0.0,5.2865063884820485,468.68,215.0,6.128611651639943,0.0,0.0,0.8421052631578947,0.0,0.0,0.0,0.9,0.09212978505021208,2872.3577088906086,5437202.554752976,0.0,10354.409648596913
3965.0,0.22528534835235955,0.9937029120291854,1.218988260381545,5.101623967212609,468.68,234.99,3.8826357068310635,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.09212978505021208,1819.713703077583,5439022.268456053,0.0,8549.095247942363
3966.0,0.6292968375960116,0.0,0.6292968375960116,5.200245457931229,548.5799999999999,246.95189,2.613261414682461,0.0,0.0,0.0,0.7600000000000001,0.0,1.197687205652757,0.1,0.0,1433.5829468665042,5440455.85140292,8.881784197001252e-16,7333.627531108385
3967.0,1.0489077976690309,0.0,1.0489077976690309,5.265993118414136,532.76,258.9311,4.217085320745105,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2246.6943754801623,5442702.5457784,0.0,5634.770619461174
3968.0,1.6521093771265292,0.0,1.6521093771265292,3.7497205724433256,532.76,262.67577,2.097611195316796,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1117.5233404169762,5443820.069118817,0.0,4301.662560774399
3969.0,2.2094398418578454,0.03851847008687581,2.2479583119447213,4.573538758244209,532.76,245.61709,2.3255804462994876,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1238.976238570515,5445059.0453573875,0.0,3462.9358428830087
3970.0,2.789493999193886,0.0,2.789493999193886,5.243375923206639,532.76,250.0,2.4538819240127525,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1307.330133837034,5446366.375491224,0.0,3166.5883071586677
3971.0,2.872662690635148,0.4470559528675131,3.319718643502661,3.235968353458936,532.76,228.63769,0.0,1.3877787807814457e-17,0.0,0.08375029004372479,0.0,0.0,0.0,0.17956277554153857,0.0,-3.1729853466888612e-15,5446366.375491224,0.0,1909.5618447646495
3972.0,2.9137415616848785,0.0,2.9137415616848785,2.3402222270912447,532.76,228.68561,0.0,0.0,0.0,0.5735193345936338,0.0,0.0,0.0,0.7244061434054907,0.0,0.0,5446366.375491224,0.0,1957.9824572984958
3973.0,2.882756760561829,0.5908503877612925,3.4736071483231217,1.4547327357632494,532.76,240.62777,0.0,0.0,0.0,0.0,0.08860714697637562,2.107481559536248,0.0,0.6311354623777269,0.07692307692307303,0.0,5446366.375491224,0.0,1606.8676511985764
3974.0,2.893414767988832,0.9636477693733492,3.8570625373621814,1.9066821538933234,532.76,256.41616,0.0,1.6673650807085705,0.0,0.2830153027602875,0.0,0.0,0.0,0.9,0.07692307692307301,-427.5393513133817,5445938.836139911,0.0,1445.1691385966074
3975.0,2.191272204312824,1.1921027543626193,3.3833749586754434,1.6826141269770667,532.76,269.87588,0.0,1.7007608316983767,0.0,0.0,0.0,0.0,0.0,0.9,0.07692307692307301,-458.9943261241313,5445479.841813787,0.0,1828.8346074012532
3976.0,1.6696935405262299,1.0783570655310424,2.748050606057272,1.0540664928010408,532.76,275.0,0.0,1.6939841132562312,0.0,0.0,0.0,0.0,0.0,0.9,0.07692307692307301,-465.8456311454636,5445013.996182641,0.0,1911.3946986759245
3977.0,0.9614378085603174,1.6141711321562084,2.575608940716526,1.2903635845655492,532.76,280.0,0.0,1.2852453561509767,0.0,0.0,0.0,0.0,0.0,0.9,0.07692307692307301,-359.86869972227345,5444654.127482919,0.0,2378.6878205758767
3978.0,0.5592515238584831,1.195853288323334,1.7551048121818171,1.1463762081123834,548.5799999999999,326.34498,0.0,0.6087286040694337,0.0,0.0,0.0,0.0,0.0,0.9,0.07692307692307301,-198.65552412046728,5444455.471958798,0.0,3328.648507483832
3979.0,0.25317943263505815,1.4306102413659172,1.6837896740009755,1.312980779765393,548.5799999999999,308.17,0.0,0.3708088942355825,0.0,0.0,0.0,0.0,0.0,0.9,0.07692307692307301,-114.27217693657947,5444341.199781862,0.0,3985.3821300838963
3980.0,0.0,1.2990809212297325,1.2990809212297325,1.499835630851041,548.5799999999999,302.0,0.0,1.3877787807814457e-16,0.0,0.0,0.20075470962130862,0.0,0.0,0.6886792530302015,0.07692307692307301,-4.191091917959966e-14,5444341.199781862,0.0,4675.620673393531
3981.0,0.0,1.6066958541071663,1.6066958541071663,1.577943851497923,548.5799999999999,275.0,0.0,0.0,0.0,0.028752002609243377,0.0,0.0,0.0,0.7159936555089828,0.07692307692307301,0.0,5444341.199781862,0.0,6200.715913630915
3982.0,0.0,1.5487319926763203,1.5487319926763203,1.0252690175096422,468.68,239.3,0.0,0.32977208622876525,0.0,0.19369088893791292,0.0,0.0,0.0,0.9,0.07692307692307301,-78.91446023454353,5444262.285321628,0.0,7166.596187719979
3983.0,0.0,1.314675329535276,1.314675329535276,1.4012141401285938,468.68,256.06811,0.08653881059331768,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.07692307692307301,40.55900974887613,5444302.844331376,-2.220446049250313e-16,8138.078781368207
3984.0,0.0,1.1053359545912491,1.1053359545912491,1.103377238160351,468.68,244.72,0.0,0.0019587164308980665,0.0,0.0,0.0,0.0,0.0,0.9,0.07692307692307301,-0.4793370849693748,5444302.364994291,0.0,9207.651835786615
3985.0,0.0,0.7659712522072086,0.7659712522072086,1.6744614170807837,468.68,240.0,0.908490164873575,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.07692307692307301,425.79117047294716,5444728.156164764,0.0,10363.208614079125
3986.0,0.0,0.7650944427073983,0.7650944427073983,1.41975498038795,468.68,239.5,0.6546605376805515,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.07692307692307301,306.8263008001209,5445034.982465564,0.0,11076.16521116235
3987.0,0.0,0.22473337518959688,0.22473337518959688,1.7382366477436544,468.68,239.5,1.5135032725540576,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.07692307692307301,709.3487137806358,5445744.331179345,0.0,12545.871860755908
3988.0,0.0,0.21941958599833442,0.21941958599833442,1.0745797628727796,468.68,239.5,0.8551601768744451,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.07692307692307301,400.79647169751496,5446145.127651042,0.0,13641.574676108936
3989.0,0.29666719083771653,0.05693044740716769,0.3535976382448842,1.2923360143741047,468.68,247.0,0.9387383761292205,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.07692307692307301,439.9679021242431,5446585.095553166,0.0,15138.043610360714
3990.0,0.6657496819608315,0.01876543256210944,0.6845151145229409,1.2039711586951805,548.5799999999999,259.77644,0.0,0.0,0.0,0.0,0.5194560441722395,0.0,0.0,0.3532041640292217,0.07692307692307301,0.0,5446585.095553166,-2.220446049250313e-16,17470.206806157286
3991.0,1.6069290316079197,0.0,1.6069290316079197,2.3771724122789264,532.76,306.49056,0.5296994248432458,0.0,0.0,0.0,0.2405439558277609,0.0,0.0,0.1,0.07692307692307301,282.20266557948764,5446867.298218746,0.0,19691.557732600195
3992.0,1.999416769152333,0.0,1.999416769152333,2.812816410616434,532.76,300.0,0.8133996414641009,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07692307692307301,433.3467929864144,5447300.645011732,0.0,21192.331502837405
3993.0,2.7493769303418807,0.0,2.7493769303418807,3.688049266916214,532.76,260.39218,0.9386723365743332,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07692307692307301,500.08707403334176,5447800.732085765,0.0,21439.302428751733
3994.0,3.2647963399458035,0.0,3.2647963399458035,3.001775186830187,532.76,270.72,0.0,0.0,0.0,0.26302115311561647,0.0,0.0,0.0,0.34987009545983566,0.07692307692307301,0.0,5447800.732085765,0.0,22299.769346927056
