hour,P_pv_actual_MW,P_wind_actual_MW,P_renewable_actual_MW,P_load_actual_MW,purchase_price_EUR_MWh,selling_price_EUR_MWh,P_import_MW,P_export_MW,P_curtailment_MW,P_charge_MW,P_discharge_MW,P_electrolyzer_MW,P_fuel_cell_MW,SoC,SoH,hourly_market_cost_EUR,cumulative_market_cost_EUR,power_balance_error_MW,objective_24h
0.0,0.0,0.17355972971189387,0.17355972971189387,2.899077341163426,468.68,170.28,2.7255176114515325,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,1277.3955941351044,1277.3955941351044,4.440892098500626e-16,54675.92203979192
1.0,0.0,0.5573808574745123,0.5573808574745123,2.091564575162762,468.68,155.72,1.5341837176882502,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,719.0412248061291,1996.4368189412335,8.881784197001252e-16,56167.46785914044
2.0,0.0,0.12797116724335217,0.12797116724335217,1.7988559907067132,468.68,147.09,1.6708848234633606,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,783.1102990608078,2779.5471180020413,-4.440892098500626e-16,57967.87029246459
3.0,0.0,0.13812035540752815,0.13812035540752815,1.981634486840393,468.68,91.0,1.8435141314328654,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,864.0182031199554,3643.565321121997,4.440892098500626e-16,58657.00283941045
4.0,0.0,0.0,0.0,2.469745118237022,468.68,104.0,2.4697451182370256,0.0,0.0,0.0,0.0,1.4788889005473062e-15,-2.1848470807157104e-15,0.9,1.0000000000000002,1157.5201420153292,4801.085463137326,0.0,60292.79755859447
5.0,0.0,0.12405801776618669,0.12405801776618669,2.364811852111125,468.68,140.6,2.240753834344939,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0000000000000002,1050.196507080786,5851.281970218111,4.440892098500626e-16,60643.224332161044
6.0,0.0,0.46276987534065067,0.46276987534065067,2.7080146398100857,548.5799999999999,147.09,0.0,0.0,0.0,0.0,0.0,0.0,2.2452447644694353,0.9,0.8272888642715821,0.0,5851.281970218111,4.440892098500626e-16,60952.59541571548
7.0,0.0,0.0,0.0,3.638738521556904,532.76,99.99,3.6387385215569066,0.0,0.0,0.0,0.0,-1.9014285864179653e-15,-3.788807728280731e-15,0.9,0.8272888642715823,1938.5743347446576,7789.856304962769,4.440892098500626e-16,61986.081386280224
8.0,0.5100377595381577,0.21357614014115905,0.7236138996793167,3.097240789845169,532.76,67.99,2.3736268901658537,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.8272888642715823,1264.5734620047601,9054.429766967529,1.3322676295501878e-15,60147.37046172759
9.0,0.717585985718922,0.0,0.717585985718922,4.282934098931573,532.76,95.0,3.565348113212652,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.8272888642715823,1899.4748607951724,10953.904627762702,8.881784197001252e-16,58880.294874065796
